 #aa  mm  Ext Proba
   1  15  94   0.553E-32
   1  15  95   0.177E-28
   1  15  96   0.427E-30
   1  15  97   0.121E-31
   1  15  98   0.100E-24
   1  15  99   0.939E-25
   1  15 100   0.683E-27
   1  15 101   0.820E-29
   1  15 102   0.104E-26
   1  15 103   0.211E-11
   1  15 104   0.582E-13
   1  15 105   0.581E-10
   1  15 106   0.128E-18
   1  15 107   0.146E-17
   1  15 108   0.168E-10
   1  15 109   0.756E-19
   1  15 110   0.580E-11
   1  15 111   0.205E-25
   1  16  90   0.204E-36
   1  16  91   0.727E-36
   1  16  92   0.597E-36
   1  16  93   0.396E-31
   1  16  94   0.862E-32
   1  16  95   0.328E-34
   1  16  96   0.116E-28
   1  16  97   0.126E-24
   1  16  98   0.238E-30
   1  16  99   0.318E-25
   1  16 100   0.574E-20
   1  16 101   0.631E-20
   1  16 102   0.192E-18
   1  16 103   0.484E-11
   1  16 104   0.137E-21
   1  16 105   0.114E-10
   1  16 106   0.350E-20
   1  16 107   0.690E-16
   1  16 108   0.770E-13
   1  16 109   0.190E-10
   1  16 110   0.126E-10
   1  16 111   0.466E-16
   1  17  92   0.296E-36
   1  17  93   0.239E-34
   1  17  94   0.935E-36
   1  17  95   0.487E-34
   1  17  96   0.883E-36
   1  17  97   0.115E-32
   1  17  98   0.965E-25
   1  17  99   0.231E-24
   1  17 100   0.675E-11
   1  17 101   0.445E-22
   1  17 102   0.138E-22
   1  17 103   0.265E-27
   1  17 104   0.447E-12
   1  17 105   0.430E-18
   1  17 106   0.230E-14
   1  17 107   0.191E-20
   1  17 108   0.447E-11
   1  17 109   0.906E-11
   1  17 110   0.214E-10
   1  17 111   0.936E-12
   1  18  89   0.284E-35
   1  18  92   0.997E-32
   1  18  94   0.439E-31
   1  18  96   0.545E-34
   1  18  97   0.313E-31
   1  18  98   0.135E-20
   1  18  99   0.121E-23
   1  18 100   0.308E-19
   1  18 101   0.147E-19
   1  18 102   0.121E-24
   1  18 103   0.249E-21
   1  18 104   0.383E-11
   1  18 105   0.377E-18
   1  18 106   0.908E-14
   1  18 107   0.330E-12
   1  18 108   0.115E-17
   1  18 109   0.323E-10
   1  18 110   0.305E-13
   1  18 111   0.109E-11
   1  19  88   0.192E-29
   1  19  92   0.207E-28
   1  19  93   0.138E-32
   1  19  94   0.545E-29
   1  19  95   0.276E-33
   1  19  96   0.551E-27
   1  19  97   0.708E-30
   1  19  98   0.762E-29
   1  19  99   0.681E-28
   1  19 100   0.174E-27
   1  19 101   0.224E-21
   1  19 102   0.417E-21
   1  19 103   0.825E-19
   1  19 104   0.414E-24
   1  19 105   0.254E-19
   1  19 106   0.241E-18
   1  19 107   0.165E-11
   1  19 108   0.190E-18
   1  19 109   0.286E-19
   1  19 110   0.914E-16
   1  19 111   0.216E-17
   1  20  88   0.762E-34
   1  20  92   0.345E-29
   1  20  93   0.172E-30
   1  20  94   0.354E-33
   1  20  95   0.974E-36
   1  20  96   0.121E-30
   1  20  97   0.855E-29
   1  20  98   0.236E-31
   1  20  99   0.398E-28
   1  20 100   0.202E-22
   1  20 101   0.173E-24
   1  20 102   0.171E-19
   1  20 103   0.727E-18
   1  20 104   0.126E-17
   1  20 105   0.136E-21
   1  20 106   0.192E-10
   1  20 107   0.753E-16
   1  20 108   0.879E-11
   1  20 109   0.508E-11
   1  20 110   0.137E-10
   1  20 111   0.736E-17
   1  21  92   0.176E-36
   1  21  94   0.189E-29
   1  21  95   0.129E-27
   1  21  96   0.418E-28
   1  21  97   0.524E-33
   1  21  98   0.669E-23
   1  21  99   0.892E-27
   1  21 100   0.172E-24
   1  21 101   0.124E-20
   1  21 102   0.307E-18
   1  21 103   0.256E-21
   1  21 104   0.451E-16
   1  21 105   0.469E-13
   1  21 106   0.940E-11
   1  21 107   0.155E-10
   1  21 108   0.158E-17
   1  21 109   0.330E-11
   1  21 110   0.625E-17
   1  21 111   0.134E-10
   1  22  91   0.202E-37
   1  22  92   0.249E-37
   1  22  93   0.123E-36
   1  22  94   0.113E-34
   1  22  95   0.135E-31
   1  22  96   0.233E-34
   1  22  97   0.123E-29
   1  22  98   0.506E-32
   1  22  99   0.971E-29
   1  22 100   0.964E-24
   1  22 101   0.140E-25
   1  22 102   0.752E-21
   1  22 103   0.124E-30
   1  22 104   0.191E-13
   1  22 105   0.517E-25
   1  22 106   0.190E-10
   1  22 107   0.198E-16
   1  22 108   0.460E-11
   1  22 109   0.807E-12
   1  22 110   0.762E-11
   1  22 111   0.124E-21
   1  23  93   0.197E-32
   1  23  95   0.911E-36
   1  23  96   0.131E-32
   1  23  97   0.821E-28
   1  23  98   0.597E-31
   1  23  99   0.121E-24
   1  23 100   0.542E-27
   1  23 101   0.196E-19
   1  23 102   0.309E-25
   1  23 103   0.172E-23
   1  23 104   0.236E-21
   1  23 105   0.108E-20
   1  23 106   0.304E-15
   1  23 107   0.162E-16
   1  23 108   0.589E-15
   1  23 109   0.171E-20
   1  23 110   0.496E-15
   1  23 111   0.119E-18
   1  24  94   0.261E-37
   1  24  95   0.260E-35
   1  24  96   0.265E-36
   1  24  97   0.331E-26
   1  24  98   0.249E-26
   1  24  99   0.116E-25
   1  24 100   0.169E-26
   1  24 101   0.213E-20
   1  24 102   0.184E-27
   1  24 103   0.421E-19
   1  24 104   0.257E-23
   1  24 105   0.139E-21
   1  24 106   0.780E-12
   1  24 107   0.586E-20
   1  24 108   0.105E-18
   1  24 109   0.103E-13
   1  24 110   0.453E-19
   1  24 111   0.468E-20
   1  25  90   0.172E-33
   1  25  92   0.816E-36
   1  25  93   0.838E-32
   1  25  95   0.187E-22
   1  25  96   0.495E-33
   1  25  97   0.104E-29
   1  25  99   0.122E-27
   1  25 100   0.107E-26
   1  25 101   0.214E-26
   1  25 102   0.114E-23
   1  25 103   0.384E-21
   1  25 104   0.167E-24
   1  25 105   0.528E-24
   1  25 106   0.857E-16
   1  25 107   0.114E-21
   1  25 108   0.528E-17
   1  25 109   0.300E-16
   1  25 110   0.388E-14
   1  25 111   0.642E-16
   1  26  95   0.835E-37
   1  26  96   0.885E-31
   1  26  97   0.362E-32
   1  26  98   0.100E-29
   1  26  99   0.267E-31
   1  26 100   0.739E-31
   1  26 101   0.351E-29
   1  26 102   0.259E-25
   1  26 103   0.251E-21
   1  26 104   0.260E-22
   1  26 105   0.426E-21
   1  26 106   0.326E-20
   1  26 107   0.309E-21
   1  26 108   0.999E-21
   1  26 109   0.208E-23
   1  26 110   0.758E-17
   1  26 111   0.801E-23
   1  27  89   0.117E-36
   1  27  94   0.840E-37
   1  27  95   0.211E-32
   1  27  97   0.636E-31
   1  27  98   0.525E-31
   1  27  99   0.491E-31
   1  27 100   0.209E-30
   1  27 101   0.547E-27
   1  27 102   0.686E-27
   1  27 103   0.289E-26
   1  27 104   0.115E-22
   1  27 105   0.360E-14
   1  27 106   0.144E-17
   1  27 107   0.141E-25
   1  27 108   0.497E-21
   1  27 109   0.104E-17
   1  27 110   0.778E-16
   1  27 111   0.237E-17
   1  28  93   0.197E-36
   1  28  94   0.119E-33
   1  28  95   0.113E-33
   1  28  96   0.387E-37
   1  28  97   0.354E-34
   1  28  98   0.185E-36
   1  28  99   0.774E-34
   1  28 100   0.965E-33
   1  28 101   0.339E-31
   1  28 102   0.648E-26
   1  28 103   0.292E-29
   1  28 104   0.232E-24
   1  28 105   0.121E-28
   1  28 106   0.497E-24
   1  28 107   0.208E-15
   1  28 108   0.219E-18
   1  28 109   0.531E-12
   1  28 110   0.140E-19
   1  28 111   0.457E-19
   1  29  98   0.131E-34
   1  29  99   0.125E-33
   1  29 100   0.127E-31
   1  29 101   0.214E-32
   1  29 102   0.160E-28
   1  29 103   0.774E-33
   1  29 104   0.431E-13
   1  29 105   0.468E-23
   1  29 106   0.603E-28
   1  29 107   0.876E-23
   1  29 108   0.542E-22
   1  29 109   0.578E-11
   1  29 110   0.489E-12
   1  29 111   0.263E-20
   1  30  98   0.155E-36
   1  30  99   0.274E-35
   1  30 100   0.982E-35
   1  30 101   0.164E-28
   1  30 102   0.238E-25
   1  30 103   0.800E-31
   1  30 104   0.149E-29
   1  30 105   0.857E-26
   1  30 106   0.109E-24
   1  30 107   0.982E-28
   1  30 108   0.208E-22
   1  30 109   0.339E-21
   1  30 110   0.761E-14
   1  30 111   0.935E-23
   1  31  96   0.173E-37
   1  31  97   0.137E-36
   1  31  98   0.602E-36
   1  31  99   0.441E-35
   1  31 100   0.157E-33
   1  31 101   0.167E-33
   1  31 102   0.120E-29
   1  31 103   0.399E-32
   1  31 104   0.204E-31
   1  31 105   0.131E-30
   1  31 106   0.900E-29
   1  31 107   0.612E-28
   1  31 108   0.895E-27
   1  31 109   0.556E-24
   1  31 110   0.262E-24
   1  31 111   0.252E-22
   1  32  94   0.422E-37
   1  32  95   0.451E-37
   1  32  96   0.703E-37
   1  32  97   0.944E-37
   1  32  98   0.105E-35
   1  32  99   0.959E-35
   1  32 100   0.655E-34
   1  32 101   0.141E-33
   1  32 102   0.187E-32
   1  32 103   0.674E-32
   1  32 104   0.411E-30
   1  32 105   0.238E-30
   1  32 106   0.820E-26
   1  32 107   0.161E-28
   1  32 108   0.130E-27
   1  32 109   0.322E-24
   1  32 110   0.347E-22
   1  32 111   0.111E-26
   1  33  96   0.975E-37
   1  33  97   0.416E-37
   1  33  98   0.248E-35
   1  33  99   0.861E-36
   1  33 100   0.337E-34
   1  33 101   0.857E-34
   1  33 103   0.900E-31
   1  33 104   0.396E-32
   1  33 105   0.177E-29
   1  33 106   0.897E-28
   1  33 107   0.207E-26
   1  33 108   0.689E-27
   1  33 109   0.456E-28
   1  33 110   0.101E-27
   1  33 111   0.115E-26
   1  34  95   0.224E-36
   1  34  96   0.307E-35
   1  34  97   0.153E-35
   1  34  98   0.500E-35
   1  34  99   0.132E-33
   1  34 100   0.602E-33
   1  34 101   0.659E-33
   1  34 102   0.842E-32
   1  34 103   0.475E-31
   1  34 104   0.271E-31
   1  34 105   0.747E-30
   1  34 106   0.499E-30
   1  34 107   0.325E-29
   1  34 108   0.564E-29
   1  34 109   0.132E-27
   1  34 110   0.157E-26
   1  34 111   0.306E-27
   1  35  96   0.331E-35
   1  35  99   0.838E-33
   1  35 101   0.144E-32
   1  35 102   0.201E-31
   1  35 103   0.310E-31
   1  35 104   0.340E-30
   1  35 105   0.308E-31
   1  35 106   0.555E-29
   1  35 107   0.437E-29
   1  35 108   0.104E-28
   1  35 109   0.426E-27
   1  35 110   0.127E-27
   1  35 111   0.235E-27
   1  36 100   0.138E-32
   1  36 103   0.251E-31
   1  36 104   0.160E-31
   1  36 105   0.406E-29
   1  36 106   0.209E-29
   1  36 107   0.124E-28
   1  36 108   0.652E-28
   1  36 109   0.131E-27
   1  36 110   0.140E-27
   1  36 111   0.700E-28
   1  37 106   0.232E-30
   1  37 108   0.121E-27
   1  37 110   0.249E-25
   2   1  84   0.112E-35
   2   1  86   0.127E-29
   2   1  87   0.263E-35
   2   1  92   0.161E-27
   2   1  93   0.125E-26
   2   1  95   0.155E-22
   2   1  96   0.384E-23
   2   1  97   0.208E-27
   2   1  98   0.948E-26
   2   1 100   0.857E-21
   2   1 102   0.407E-15
   2   1 103   0.793E-18
   2   1 104   0.202E-18
   2   1 109   0.287E-12
   2   2  87   0.180E-35
   2   2  88   0.246E-34
   2   2  92   0.308E-33
   2   2  93   0.776E-31
   2   2  96   0.429E-27
   2   2  97   0.517E-14
   2   2 100   0.571E-16
   2   2 101   0.102E-11
   2   2 102   0.520E-13
   2   2 103   0.688E-11
   2   2 104   0.419E-11
   2   2 105   0.270E-13
   2   2 106   0.429E-10
   2   2 107   0.493E-11
   2   2 108   0.289E-10
   2   2 109   0.482E-17
   2   2 110   0.453E-11
   2   3  82   0.205E-31
   2   3  86   0.327E-31
   2   3  87   0.643E-35
   2   3  88   0.603E-36
   2   3  91   0.382E-34
   2   3  92   0.351E-32
   2   3  94   0.121E-30
   2   3  95   0.594E-28
   2   3  97   0.270E-27
   2   3 100   0.429E-19
   2   3 101   0.161E-19
   2   3 104   0.480E-18
   2   3 111   0.105E-10
   2   4  88   0.550E-33
   2   4  91   0.184E-32
   2   4  96   0.197E-20
   2   4  97   0.277E-22
   2   4  98   0.264E-22
   2   4  99   0.289E-23
   2   4 100   0.352E-12
   2   4 101   0.440E-17
   2   4 102   0.885E-11
   2   4 103   0.364E-12
   2   4 105   0.278E-10
   2   4 106   0.614E-10
   2   4 107   0.363E-12
   2   4 108   0.799E-11
   2   4 109   0.288E-10
   2   4 110   0.171E-10
   2   4 111   0.121E-10
   2   5  90   0.265E-36
   2   5  91   0.496E-36
   2   5  92   0.306E-31
   2   5  93   0.805E-27
   2   5  94   0.592E-30
   2   5  95   0.166E-29
   2   5  96   0.327E-16
   2   5  98   0.140E-31
   2   5  99   0.179E-13
   2   5 100   0.224E-14
   2   5 101   0.486E-11
   2   5 102   0.336E-23
   2   5 103   0.682E-10
   2   5 104   0.471E-10
   2   5 105   0.155E-10
   2   5 106   0.776E-10
   2   5 107   0.712E-11
   2   5 108   0.454E-10
   2   5 109   0.514E-10
   2   5 110   0.406E-12
   2   6  87   0.345E-35
   2   6  95   0.658E-27
   2   6 100   0.551E-10
   2   6 101   0.371E-10
   2   6 102   0.395E-11
   2   6 105   0.439E-10
   2   6 107   0.161E-15
   2   6 108   0.180E-10
   2   6 109   0.280E-10
   2   6 110   0.237E-17
   2   6 111   0.102E-10
   2   7  89   0.291E-35
   2   7  90   0.708E-34
   2   7  91   0.125E-31
   2   7  92   0.400E-20
   2   7  93   0.455E-27
   2   7  94   0.926E-20
   2   7  95   0.406E-26
   2   7  96   0.136E-28
   2   7  97   0.121E-20
   2   7  98   0.426E-24
   2   7  99   0.357E-16
   2   7 100   0.347E-27
   2   7 101   0.186E-18
   2   7 102   0.385E-14
   2   7 103   0.297E-11
   2   7 104   0.225E-19
   2   7 105   0.404E-13
   2   7 106   0.278E-11
   2   7 107   0.234E-10
   2   7 108   0.625E-15
   2   7 109   0.268E-10
   2   7 110   0.243E-11
   2   7 111   0.182E-11
   2   8  84   0.281E-37
   2   8  89   0.235E-34
   2   8  90   0.719E-32
   2   8  91   0.433E-26
   2   8  92   0.158E-29
   2   8  93   0.167E-30
   2   8  94   0.126E-25
   2   8  95   0.632E-30
   2   8  97   0.153E-27
   2   8  98   0.358E-23
   2   8  99   0.444E-22
   2   8 100   0.535E-17
   2   8 101   0.938E-10
   2   8 104   0.442E-10
   2   8 105   0.312E-10
   2   8 106   0.383E-10
   2   8 107   0.440E-10
   2   8 108   0.604E-10
   2   8 109   0.161E-10
   2   8 110   0.647E-11
   2   8 111   0.241E-10
   2   9  84   0.108E-29
   2   9  87   0.393E-27
   2   9  88   0.867E-31
   2   9  89   0.455E-31
   2   9  90   0.125E-36
   2   9  91   0.302E-30
   2   9  92   0.529E-26
   2   9  93   0.730E-29
   2   9  95   0.300E-25
   2   9  96   0.511E-13
   2   9  97   0.183E-26
   2   9  98   0.433E-22
   2   9  99   0.178E-20
   2   9 100   0.576E-12
   2   9 101   0.581E-10
   2   9 102   0.163E-19
   2   9 103   0.136E-25
   2   9 104   0.743E-22
   2   9 105   0.493E-13
   2   9 106   0.158E-10
   2   9 107   0.456E-10
   2   9 108   0.637E-10
   2   9 109   0.172E-10
   2   9 110   0.527E-16
   2   9 111   0.972E-11
   2  10  88   0.177E-29
   2  10  89   0.724E-35
   2  10  90   0.344E-16
   2  10  91   0.558E-30
   2  10  92   0.292E-28
   2  10  93   0.451E-30
   2  10  94   0.698E-25
   2  10  95   0.893E-23
   2  10  96   0.159E-17
   2  10  97   0.395E-23
   2  10  98   0.253E-23
   2  10  99   0.114E-10
   2  10 100   0.258E-25
   2  10 101   0.766E-10
   2  10 102   0.333E-10
   2  10 103   0.218E-10
   2  10 104   0.703E-13
   2  10 105   0.175E-09
   2  10 106   0.946E-10
   2  10 107   0.103E-18
   2  10 108   0.512E-11
   2  10 109   0.585E-10
   2  10 110   0.268E-12
   2  10 111   0.603E-11
   2  11  91   0.488E-33
   2  11  93   0.403E-23
   2  11  94   0.478E-27
   2  11  96   0.112E-20
   2  11  97   0.591E-17
   2  11  98   0.101E-17
   2  11  99   0.581E-16
   2  11 100   0.137E-21
   2  11 101   0.748E-20
   2  11 102   0.193E-16
   2  11 103   0.885E-10
   2  11 104   0.268E-14
   2  11 105   0.894E-18
   2  11 106   0.438E-14
   2  11 107   0.723E-16
   2  11 108   0.385E-13
   2  11 110   0.260E-16
   2  12  84   0.164E-37
   2  12  86   0.444E-37
   2  12  87   0.927E-32
   2  12  90   0.102E-33
   2  12  91   0.208E-29
   2  12  92   0.220E-34
   2  12  93   0.672E-25
   2  12  94   0.275E-35
   2  12  95   0.100E-25
   2  12  96   0.220E-26
   2  12  97   0.108E-22
   2  12  98   0.713E-23
   2  12  99   0.283E-23
   2  12 100   0.104E-20
   2  12 101   0.538E-11
   2  12 102   0.512E-10
   2  12 103   0.565E-10
   2  12 104   0.773E-10
   2  12 105   0.167E-13
   2  12 106   0.426E-10
   2  12 107   0.644E-10
   2  12 108   0.415E-10
   2  12 109   0.347E-10
   2  12 110   0.992E-12
   2  12 111   0.144E-10
   2  13  86   0.103E-20
   2  13  90   0.130E-32
   2  13  91   0.101E-34
   2  13  92   0.311E-28
   2  13  93   0.213E-33
   2  13  95   0.547E-29
   2  13  96   0.498E-12
   2  13  97   0.836E-30
   2  13  98   0.867E-31
   2  13  99   0.282E-25
   2  13 100   0.282E-27
   2  13 101   0.138E-12
   2  13 102   0.643E-11
   2  13 103   0.123E-18
   2  13 104   0.183E-11
   2  13 105   0.800E-11
   2  13 106   0.150E-10
   2  13 107   0.155E-11
   2  13 108   0.414E-10
   2  13 109   0.872E-11
   2  13 110   0.118E-10
   2  14  87   0.564E-34
   2  14  90   0.480E-23
   2  14  91   0.440E-29
   2  14  92   0.648E-32
   2  14  93   0.752E-24
   2  14  94   0.318E-35
   2  14  95   0.107E-24
   2  14  96   0.115E-26
   2  14  97   0.334E-24
   2  14  98   0.774E-23
   2  14  99   0.194E-20
   2  14 100   0.324E-23
   2  14 101   0.502E-20
   2  14 102   0.836E-19
   2  14 103   0.214E-19
   2  14 104   0.685E-12
   2  14 105   0.657E-17
   2  14 106   0.152E-21
   2  14 107   0.619E-10
   2  14 108   0.848E-21
   2  14 109   0.205E-16
   2  14 110   0.595E-12
   2  14 111   0.334E-12
   2  15  84   0.685E-36
   2  15  89   0.217E-32
   2  15  90   0.702E-35
   2  15  91   0.508E-33
   2  15  92   0.872E-34
   2  15  93   0.576E-32
   2  15  94   0.452E-24
   2  15  95   0.362E-27
   2  15  96   0.255E-30
   2  15  97   0.127E-20
   2  15  98   0.207E-26
   2  15  99   0.155E-25
   2  15 100   0.112E-20
   2  15 101   0.391E-11
   2  15 102   0.164E-12
   2  15 103   0.379E-10
   2  15 104   0.389E-12
   2  15 105   0.403E-10
   2  15 106   0.216E-10
   2  15 107   0.461E-10
   2  15 108   0.404E-10
   2  15 109   0.284E-11
   2  15 110   0.195E-10
   2  15 111   0.999E-11
   2  16  88   0.227E-23
   2  16  92   0.859E-37
   2  16  93   0.280E-35
   2  16  94   0.329E-33
   2  16  95   0.529E-19
   2  16  96   0.838E-23
   2  16  97   0.290E-16
   2  16  98   0.461E-28
   2  16  99   0.386E-19
   2  16 100   0.208E-33
   2  16 101   0.446E-10
   2  16 102   0.341E-14
   2  16 103   0.111E-11
   2  16 104   0.139E-11
   2  16 105   0.656E-14
   2  16 106   0.184E-10
   2  16 107   0.492E-10
   2  16 108   0.225E-10
   2  16 109   0.148E-11
   2  16 110   0.177E-10
   2  16 111   0.129E-10
   2  17  90   0.474E-37
   2  17  91   0.600E-35
   2  17  92   0.194E-25
   2  17  93   0.611E-24
   2  17  94   0.414E-26
   2  17  95   0.736E-22
   2  17  96   0.173E-24
   2  17  97   0.659E-17
   2  17  98   0.919E-35
   2  17  99   0.217E-16
   2  17 100   0.464E-22
   2  17 101   0.282E-20
   2  17 102   0.474E-16
   2  17 103   0.113E-21
   2  17 104   0.508E-17
   2  17 105   0.208E-10
   2  17 106   0.160E-11
   2  17 107   0.174E-11
   2  17 108   0.106E-10
   2  17 109   0.156E-10
