 #aa  mm  Ext Proba
   1   4  88   0.284E-08
   1   4  89   0.328E-08
   1   4  90   0.116E-07
   1   4  92   0.681E-08
   1   4  93   0.773E-08
   1   4  94   0.665E-08
   1   4  95   0.605E-08
   1   4  96   0.653E-08
   1   4  97   0.375E-09
   1   4  98   0.626E-09
   1   4 100   0.441E-09
   1   4 101   0.119E-12
   1   4 102   0.146E-17
   1   4 103   0.791E-12
   1   4 104   0.412E-13
   1   4 105   0.143E-13
   1   4 106   0.780E-18
   1   4 107   0.304E-22
   1   4 108   0.215E-18
   1   4 109   0.142E-13
   1   5  53   0.222E-37
   1   5  54   0.251E-37
   1   5  55   0.140E-35
   1   5  56   0.347E-36
   1   5  57   0.295E-34
   1   5  58   0.398E-34
   1   5  59   0.340E-31
   1   5  60   0.133E-31
   1   5  61   0.192E-30
   1   5  62   0.362E-29
   1   5  63   0.132E-26
   1   5  64   0.174E-27
   1   5  65   0.571E-26
   1   5  66   0.816E-25
   1   5  67   0.781E-25
   1   5  68   0.206E-23
   1   5  69   0.140E-23
   1   5  70   0.203E-23
   1   5  71   0.212E-20
   1   5  72   0.572E-20
   1   5  73   0.112E-19
   1   5  74   0.324E-16
   1   5  75   0.453E-13
   1   5  76   0.911E-17
   1   5  77   0.220E-19
   1   5  78   0.141E-11
   1   5  79   0.152E-11
   1   5  80   0.106E-10
   1   5  81   0.330E-13
   1   5  82   0.154E-09
   1   5  84   0.535E-11
   1   5  85   0.105E-08
   1   5  86   0.805E-10
   1   5  87   0.131E-08
   1   5  89   0.177E-07
   1   5  92   0.218E-08
   1   5  93   0.943E-08
   1   5  94   0.556E-09
   1   5  97   0.557E-09
   1   5  98   0.175E-08
   1   5  99   0.976E-12
   1   5 100   0.282E-09
   1   5 101   0.899E-11
   1   5 102   0.431E-17
   1   5 103   0.385E-11
   1   5 104   0.475E-11
   1   5 105   0.315E-16
   1   5 106   0.486E-20
   1   5 107   0.629E-13
   1   5 108   0.950E-25
   1   5 109   0.172E-29
   1   5 110   0.775E-17
   1   6  52   0.125E-37
   1   6  53   0.249E-35
   1   6  54   0.373E-36
   1   6  56   0.619E-34
   1   6  57   0.356E-34
   1   6  58   0.145E-33
   1   6  59   0.186E-31
   1   6  60   0.358E-31
   1   6  61   0.107E-29
   1   6  62   0.122E-28
   1   6  63   0.843E-30
   1   6  64   0.481E-28
   1   6  65   0.276E-27
   1   6  66   0.596E-28
   1   6  67   0.547E-25
   1   6  68   0.272E-23
   1   6  69   0.252E-21
   1   6  70   0.558E-20
   1   6  71   0.464E-19
   1   6  72   0.559E-19
   1   6  73   0.119E-18
   1   6  74   0.336E-16
   1   6  75   0.248E-16
   1   6  76   0.133E-15
   1   6  77   0.201E-16
   1   6  78   0.811E-13
   1   6  79   0.154E-11
   1   6  80   0.145E-12
   1   6  81   0.294E-11
   1   6  82   0.284E-12
   1   6  83   0.170E-10
   1   6  84   0.322E-10
   1   6  85   0.760E-11
   1   6  86   0.810E-10
   1   6  87   0.123E-09
   1   6  88   0.238E-08
   1   6  89   0.285E-09
   1   6  90   0.859E-10
   1   6  91   0.451E-09
   1   6  92   0.360E-08
   1   6  93   0.380E-08
   1   6  94   0.710E-08
   1   6  95   0.472E-08
   1   6  96   0.746E-08
   1   6  97   0.120E-08
   1   6  98   0.254E-08
   1   6  99   0.190E-09
   1   6 100   0.323E-09
   1   6 101   0.919E-10
   1   6 102   0.339E-10
   1   6 103   0.436E-12
   1   6 104   0.235E-10
   1   6 105   0.192E-11
   1   6 106   0.166E-12
   1   6 107   0.617E-27
   1   6 108   0.236E-15
   1   6 109   0.807E-18
   1   6 110   0.825E-25
   1   7  52   0.279E-37
   1   7  53   0.139E-37
   1   7  54   0.270E-35
   1   7  55   0.123E-33
   1   7  56   0.752E-34
   1   7  57   0.121E-32
   1   7  58   0.179E-32
   1   7  59   0.121E-31
   1   7  60   0.302E-31
   1   7  61   0.526E-29
   1   7  62   0.353E-26
   1   7  63   0.213E-27
   1   7  64   0.147E-25
   1   7  65   0.529E-25
   1   7  66   0.128E-24
   1   7  67   0.199E-24
   1   7  68   0.229E-22
   1   7  69   0.102E-21
   1   7  70   0.343E-20
   1   7  71   0.244E-20
   1   7  72   0.541E-20
   1   7  73   0.180E-18
   1   7  74   0.105E-12
   1   7  75   0.129E-17
   1   7  76   0.253E-16
   1   7  77   0.700E-16
   1   7  78   0.883E-15
   1   7  79   0.171E-13
   1   7  80   0.647E-11
   1   7  81   0.191E-11
   1   7  82   0.279E-10
   1   7  83   0.796E-11
   1   7  84   0.969E-11
   1   7  85   0.390E-09
   1   7  86   0.597E-09
   1   7  87   0.231E-08
   1   7  88   0.147E-08
   1   7  89   0.402E-08
   1   7  90   0.166E-08
   1   7  91   0.372E-08
   1   7  92   0.107E-07
   1   7  93   0.120E-08
   1   7  94   0.101E-07
   1   7  95   0.388E-08
   1   7  96   0.476E-08
   1   7  97   0.214E-09
   1   7  98   0.649E-10
   1   7  99   0.574E-09
   1   7 100   0.238E-09
   1   7 101   0.493E-09
   1   7 102   0.184E-10
   1   7 103   0.144E-09
   1   7 104   0.246E-14
   1   7 105   0.162E-13
   1   7 106   0.609E-11
   1   7 107   0.210E-12
   1   7 108   0.902E-15
   1   7 109   0.271E-17
   1   7 110   0.483E-15
   1   8  49   0.716E-36
   1   8  51   0.743E-35
   1   8  52   0.157E-32
   1   8  53   0.174E-31
   1   8  54   0.172E-32
   1   8  55   0.107E-34
   1   8  56   0.129E-32
   1   8  57   0.400E-33
   1   8  58   0.196E-32
   1   8  59   0.281E-28
   1   8  60   0.160E-30
   1   8  61   0.136E-28
   1   8  62   0.425E-28
   1   8  63   0.146E-27
   1   8  64   0.275E-26
   1   8  65   0.903E-25
   1   8  66   0.394E-24
   1   8  67   0.905E-24
   1   8  68   0.195E-23
   1   8  69   0.432E-22
   1   8  70   0.448E-22
   1   8  71   0.187E-19
   1   8  72   0.517E-17
   1   8  73   0.248E-17
   1   8  74   0.882E-16
   1   8  75   0.850E-15
   1   8  76   0.516E-15
   1   8  77   0.259E-14
   1   8  78   0.869E-15
   1   8  79   0.415E-14
   1   8  80   0.165E-12
   1   8  81   0.314E-11
   1   8  82   0.198E-13
   1   8  83   0.108E-09
   1   8  84   0.132E-10
   1   8  85   0.318E-09
   1   8  86   0.110E-07
   1   8  87   0.258E-08
   1   8  88   0.760E-09
   1   8  89   0.130E-07
   1   8  90   0.263E-10
   1   8  91   0.539E-08
   1   8  92   0.269E-09
   1   8  93   0.557E-08
   1   8  95   0.317E-08
   1   8  96   0.205E-08
   1   8  97   0.614E-10
   1   8  98   0.847E-09
   1   8  99   0.283E-09
   1   8 100   0.173E-10
   1   8 101   0.435E-10
   1   8 102   0.543E-11
   1   8 103   0.725E-12
   1   8 104   0.465E-11
   1   8 105   0.112E-11
   1   8 106   0.996E-14
   1   8 107   0.731E-14
   1   8 108   0.665E-15
   1   8 109   0.107E-14
   1   8 110   0.594E-19
   1   9  47   0.815E-34
   1   9  49   0.444E-35
   1   9  50   0.246E-36
   1   9  51   0.655E-36
   1   9  52   0.253E-32
   1   9  53   0.166E-34
   1   9  54   0.675E-34
   1   9  55   0.580E-35
   1   9  56   0.700E-35
   1   9  57   0.536E-28
   1   9  58   0.127E-33
   1   9  59   0.350E-32
   1   9  60   0.297E-28
   1   9  61   0.238E-29
   1   9  62   0.956E-29
   1   9  63   0.184E-26
   1   9  64   0.104E-27
   1   9  65   0.313E-24
   1   9  66   0.571E-25
   1   9  67   0.310E-23
   1   9  68   0.292E-22
   1   9  69   0.910E-21
   1   9  70   0.118E-20
   1   9  71   0.167E-18
   1   9  72   0.516E-18
   1   9  73   0.123E-18
   1   9  74   0.466E-16
   1   9  75   0.563E-17
   1   9  76   0.103E-13
   1   9  77   0.938E-15
   1   9  78   0.818E-14
   1   9  79   0.229E-13
   1   9  80   0.244E-13
   1   9  81   0.526E-12
   1   9  82   0.659E-12
   1   9  83   0.124E-10
   1   9  84   0.497E-12
   1   9  85   0.609E-11
   1   9  86   0.224E-09
   1   9  87   0.246E-09
   1   9  88   0.478E-08
   1   9  89   0.336E-08
   1   9  90   0.194E-09
   1   9  91   0.118E-07
   1   9  92   0.387E-08
   1   9  93   0.174E-08
   1   9  94   0.795E-08
   1   9  95   0.690E-08
   1   9  96   0.377E-08
   1   9  97   0.142E-08
   1   9  98   0.216E-08
   1   9  99   0.707E-09
   1   9 100   0.531E-09
   1   9 101   0.146E-09
   1   9 102   0.275E-10
   1   9 103   0.881E-12
   1   9 104   0.180E-11
   1   9 105   0.218E-12
   1   9 106   0.592E-13
   1   9 107   0.309E-14
   1   9 108   0.803E-13
   1   9 109   0.449E-12
   1   9 110   0.108E-20
   1   9 111   0.311E-36
   1  10  38   0.305E-37
   1  10  40   0.142E-36
   1  10  42   0.192E-37
   1  10  46   0.155E-36
   1  10  49   0.158E-34
   1  10  50   0.588E-35
   1  10  51   0.509E-35
   1  10  52   0.148E-34
   1  10  53   0.110E-32
   1  10  54   0.170E-31
   1  10  55   0.161E-33
   1  10  56   0.381E-32
   1  10  57   0.219E-29
   1  10  58   0.938E-30
   1  10  59   0.266E-29
   1  10  60   0.184E-28
   1  10  61   0.326E-27
   1  10  62   0.254E-26
   1  10  63   0.117E-25
   1  10  64   0.597E-25
   1  10  65   0.454E-24
   1  10  66   0.317E-24
   1  10  67   0.179E-22
   1  10  68   0.952E-22
   1  10  69   0.712E-22
   1  10  70   0.120E-21
   1  10  71   0.135E-18
   1  10  72   0.830E-18
   1  10  73   0.143E-17
   1  10  74   0.912E-18
   1  10  75   0.549E-16
   1  10  76   0.161E-16
   1  10  77   0.147E-14
   1  10  78   0.395E-14
   1  10  79   0.224E-13
   1  10  80   0.435E-13
   1  10  81   0.529E-13
   1  10  82   0.120E-12
   1  10  83   0.631E-12
   1  10  84   0.145E-08
   1  10  85   0.167E-10
   1  10  86   0.541E-08
   1  10  87   0.360E-08
   1  10  88   0.285E-07
   1  10  89   0.947E-08
   1  10  90   0.166E-08
   1  10  91   0.301E-07
   1  10  92   0.144E-07
   1  10  93   0.107E-07
   1  10  94   0.156E-08
   1  10  95   0.886E-08
   1  10  96   0.513E-08
   1  10  97   0.168E-08
   1  10  98   0.203E-08
   1  10  99   0.906E-11
   1  10 100   0.857E-09
   1  10 101   0.364E-09
   1  10 102   0.246E-10
   1  10 103   0.410E-13
   1  10 104   0.314E-19
   1  10 105   0.102E-09
   1  10 106   0.410E-12
   1  10 107   0.133E-16
   1  10 108   0.855E-17
   1  10 109   0.340E-18
   1  10 111   0.996E-27
   1  11  33   0.160E-37
   1  11  46   0.133E-35
   1  11  47   0.783E-35
   1  11  48   0.338E-35
   1  11  49   0.100E-30
   1  11  50   0.450E-35
   1  11  51   0.168E-34
   1  11  52   0.244E-30
   1  11  53   0.443E-34
   1  11  54   0.120E-31
   1  11  55   0.867E-26
   1  11  56   0.177E-33
   1  11  57   0.832E-29
   1  11  58   0.382E-29
   1  11  59   0.881E-27
   1  11  60   0.158E-28
   1  11  61   0.119E-23
   1  11  62   0.386E-26
   1  11  63   0.565E-26
   1  11  64   0.198E-24
   1  11  65   0.546E-23
   1  11  66   0.285E-23
   1  11  67   0.112E-21
   1  11  68   0.116E-21
   1  11  69   0.558E-21
   1  11  70   0.764E-20
   1  11  71   0.297E-18
   1  11  72   0.342E-18
   1  11  73   0.852E-18
   1  11  74   0.108E-16
   1  11  75   0.147E-15
   1  11  76   0.275E-15
   1  11  77   0.201E-14
   1  11  78   0.184E-14
   1  11  79   0.240E-13
   1  11  80   0.447E-12
   1  11  81   0.153E-10
   1  11  82   0.415E-12
   1  11  83   0.842E-10
   1  11  84   0.109E-08
   1  11  85   0.266E-08
   1  11  86   0.114E-09
   1  11  87   0.347E-08
   1  11  88   0.527E-08
   1  11  89   0.103E-07
   1  11  90   0.203E-07
   1  11  91   0.120E-07
   1  11  92   0.296E-07
   1  11  93   0.736E-08
   1  11  94   0.651E-08
   1  11  95   0.123E-07
   1  11  96   0.274E-08
   1  11  97   0.439E-08
   1  11  98   0.301E-08
   1  11  99   0.161E-08
   1  11 100   0.312E-09
   1  11 101   0.652E-09
   1  11 102   0.113E-09
   1  11 103   0.147E-10
   1  11 104   0.944E-12
   1  11 105   0.119E-10
   1  11 106   0.346E-12
   1  11 107   0.577E-14
   1  11 108   0.634E-13
   1  11 109   0.327E-15
   1  11 110   0.975E-21
   1  11 111   0.355E-17
   1  12  35   0.120E-35
   1  12  37   0.174E-35
   1  12  42   0.459E-36
   1  12  43   0.556E-34
   1  12  44   0.172E-36
   1  12  48   0.877E-37
   1  12  49   0.112E-36
   1  12  50   0.287E-36
   1  12  51   0.290E-33
   1  12  52   0.149E-31
   1  12  53   0.154E-32
   1  12  54   0.264E-31
   1  12  55   0.202E-28
   1  12  56   0.607E-28
   1  12  57   0.298E-28
   1  12  58   0.966E-29
   1  12  59   0.357E-27
   1  12  60   0.386E-27
   1  12  61   0.146E-23
   1  12  62   0.168E-24
   1  12  63   0.529E-24
   1  12  64   0.223E-24
   1  12  65   0.380E-24
   1  12  66   0.674E-22
   1  12  67   0.389E-22
   1  12  68   0.197E-22
   1  12  69   0.145E-19
   1  12  70   0.563E-20
   1  12  71   0.520E-19
   1  12  72   0.197E-17
   1  12  73   0.200E-17
   1  12  74   0.207E-16
   1  12  75   0.709E-16
   1  12  76   0.665E-15
   1  12  77   0.166E-12
   1  12  78   0.777E-11
   1  12  79   0.111E-13
   1  12  80   0.738E-14
   1  12  81   0.269E-09
   1  12  82   0.396E-11
   1  12  83   0.475E-09
   1  12  84   0.400E-11
   1  12  85   0.638E-11
   1  12  86   0.143E-08
   1  12  87   0.455E-08
   1  12  88   0.780E-08
   1  12  89   0.519E-08
   1  12  90   0.267E-08
   1  12  91   0.137E-07
   1  12  92   0.118E-07
   1  12  93   0.850E-08
   1  12  94   0.648E-08
   1  12  95   0.989E-08
   1  12  96   0.446E-08
   1  12  97   0.342E-08
   1  12  98   0.259E-08
   1  12  99   0.154E-08
   1  12 100   0.359E-09
   1  12 101   0.488E-09
   1  12 102   0.134E-09
   1  12 103   0.442E-09
   1  12 104   0.344E-13
   1  12 105   0.494E-11
   1  12 106   0.279E-10
   1  12 107   0.330E-12
   1  12 108   0.337E-12
   1  12 109   0.244E-16
   1  12 110   0.129E-16
   1  13  40   0.516E-37
   1  13  41   0.202E-36
   1  13  42   0.221E-37
   1  13  43   0.409E-33
   1  13  44   0.860E-36
   1  13  45   0.198E-36
   1  13  46   0.440E-36
   1  13  47   0.187E-34
   1  13  48   0.164E-31
   1  13  49   0.868E-33
   1  13  50   0.116E-31
   1  13  51   0.129E-29
   1  13  52   0.806E-33
   1  13  53   0.110E-28
   1  13  54   0.846E-30
   1  13  55   0.394E-29
   1  13  56   0.654E-28
   1  13  57   0.126E-26
   1  13  58   0.722E-26
   1  13  59   0.107E-26
   1  13  60   0.255E-26
   1  13  61   0.677E-25
   1  13  62   0.118E-24
   1  13  63   0.779E-25
   1  13  64   0.401E-23
   1  13  65   0.150E-20
   1  13  66   0.271E-21
   1  13  67   0.115E-21
   1  13  68   0.811E-23
   1  13  69   0.107E-19
   1  13  70   0.192E-18
   1  13  71   0.181E-18
   1  13  72   0.113E-17
   1  13  73   0.972E-17
   1  13  74   0.583E-18
   1  13  76   0.121E-15
   1  13  77   0.168E-15
   1  13  78   0.778E-17
   1  13  79   0.398E-11
   1  13  81   0.108E-08
   1  13  82   0.180E-10
   1  13  83   0.920E-13
   1  13  84   0.525E-12
   1  13  85   0.537E-09
   1  13  86   0.227E-08
   1  13  87   0.217E-07
   1  13  88   0.607E-08
   1  13  89   0.302E-08
   1  13  90   0.711E-08
   1  13  91   0.967E-08
   1  13  92   0.654E-08
   1  13  93   0.101E-07
   1  13  94   0.185E-07
   1  13  95   0.569E-08
   1  13  96   0.662E-08
   1  13  97   0.339E-08
   1  13  98   0.265E-08
   1  13  99   0.300E-08
   1  13 100   0.681E-09
   1  13 101   0.327E-09
   1  13 102   0.326E-09
   1  13 103   0.135E-09
   1  13 104   0.253E-10
   1  13 105   0.818E-10
   1  13 106   0.208E-12
   1  13 107   0.223E-13
   1  13 108   0.796E-16
   1  13 109   0.118E-12
   1  13 110   0.115E-14
   1  13 111   0.368E-13
   1  14  34   0.792E-35
   1  14  37   0.188E-33
   1  14  39   0.328E-32
   1  14  42   0.573E-33
   1  14  44   0.781E-34
   1  14  45   0.693E-36
   1  14  46   0.125E-33
   1  14  47   0.175E-31
   1  14  48   0.456E-35
   1  14  49   0.155E-29
   1  14  50   0.184E-33
   1  14  51   0.241E-31
   1  14  52   0.453E-29
   1  14  53   0.377E-27
   1  14  54   0.601E-28
   1  14  55   0.821E-28
   1  14  56   0.135E-25
   1  14  57   0.216E-25
   1  14  58   0.337E-24
   1  14  59   0.176E-24
   1  14  60   0.634E-25
   1  14  61   0.465E-23
   1  14  62   0.120E-22
   1  14  63   0.110E-23
   1  14  64   0.809E-23
   1  14  65   0.188E-20
   1  14  66   0.178E-22
   1  14  67   0.803E-21
   1  14  68   0.188E-20
   1  14  69   0.692E-20
   1  14  70   0.421E-19
   1  14  71   0.151E-17
   1  14  72   0.257E-17
   1  14  73   0.147E-16
   1  14  74   0.400E-16
   1  14  75   0.158E-15
   1  14  76   0.242E-14
   1  14  77   0.157E-14
   1  14  78   0.109E-13
   1  14  79   0.113E-12
   1  14  80   0.310E-12
   1  14  81   0.131E-12
   1  14  82   0.726E-10
   1  14  83   0.145E-09
   1  14  84   0.899E-09
   1  14  85   0.440E-09
   1  14  86   0.542E-09
   1  14  87   0.129E-08
   1  14  88   0.374E-08
   1  14  89   0.877E-08
   1  14  90   0.503E-08
   1  14  91   0.190E-07
   1  14  92   0.158E-07
   1  14  93   0.419E-08
   1  14  94   0.701E-08
   1  14  95   0.115E-07
   1  14  96   0.717E-08
   1  14  97   0.366E-08
   1  14  98   0.444E-08
   1  14  99   0.605E-09
   1  14 100   0.653E-09
   1  14 101   0.556E-09
   1  14 102   0.371E-09
   1  14 103   0.142E-09
   1  14 104   0.278E-10
   1  14 105   0.299E-11
   1  14 106   0.101E-12
   1  14 107   0.335E-12
   1  14 108   0.578E-11
   1  14 109   0.111E-15
   1  14 110   0.102E-12
   1  14 111   0.852E-15
   1  15  21   0.973E-34
   1  15  24   0.474E-37
   1  15  26   0.283E-34
   1  15  33   0.112E-34
   1  15  34   0.464E-33
   1  15  36   0.166E-34
   1  15  37   0.355E-31
   1  15  38   0.292E-35
   1  15  39   0.755E-34
   1  15  40   0.121E-36
   1  15  41   0.190E-32
   1  15  42   0.982E-37
   1  15  44   0.559E-35
   1  15  45   0.160E-32
   1  15  46   0.969E-29
   1  15  47   0.534E-30
   1  15  48   0.644E-30
   1  15  49   0.644E-32
   1  15  50   0.978E-29
   1  15  51   0.989E-31
   1  15  52   0.219E-26
   1  15  53   0.373E-28
   1  15  54   0.377E-24
   1  15  55   0.243E-28
   1  15  56   0.718E-26
   1  15  57   0.553E-26
   1  15  58   0.584E-25
   1  15  59   0.427E-24
   1  15  60   0.325E-23
   1  15  61   0.159E-24
   1  15  62   0.151E-22
   1  15  63   0.115E-23
   1  15  64   0.330E-22
   1  15  65   0.635E-22
   1  15  66   0.536E-21
   1  15  67   0.400E-20
   1  15  68   0.383E-19
   1  15  69   0.120E-18
   1  15  70   0.121E-17
   1  15  71   0.389E-17
   1  15  72   0.627E-17
   1  15  73   0.330E-16
   1  15  74   0.738E-17
   1  15  75   0.322E-15
   1  15  76   0.243E-15
   1  15  77   0.635E-14
   1  15  78   0.188E-13
   1  15  79   0.955E-13
   1  15  80   0.354E-12
   1  15  81   0.556E-12
   1  15  82   0.198E-11
   1  15  83   0.145E-09
   1  15  84   0.460E-08
   1  15  85   0.392E-08
   1  15  86   0.450E-08
   1  15  87   0.141E-08
   1  15  88   0.729E-08
   1  15  89   0.219E-07
   1  15  90   0.133E-07
   1  15  91   0.110E-07
   1  15  92   0.178E-07
   1  15  93   0.168E-07
   1  15  94   0.192E-07
   1  15  95   0.173E-07
   1  15  96   0.129E-07
   1  15  97   0.735E-08
   1  15  98   0.237E-08
   1  15  99   0.743E-09
   1  15 100   0.640E-09
   1  15 101   0.474E-09
   1  15 102   0.241E-09
   1  15 103   0.103E-09
   1  15 104   0.434E-09
   1  15 105   0.306E-11
   1  15 106   0.277E-11
   1  15 107   0.331E-11
   1  15 108   0.627E-13
   1  15 109   0.293E-12
   1  15 110   0.132E-11
   1  15 111   0.193E-22
   1  16  21   0.278E-35
   1  16  23   0.130E-32
   1  16  24   0.674E-37
   1  16  28   0.288E-31
   1  16  29   0.153E-33
   1  16  31   0.295E-32
   1  16  32   0.112E-31
   1  16  34   0.771E-36
   1  16  35   0.330E-34
   1  16  36   0.638E-36
   1  16  37   0.529E-33
   1  16  38   0.302E-34
   1  16  39   0.120E-33
   1  16  40   0.267E-30
   1  16  41   0.288E-31
   1  16  42   0.139E-25
   1  16  43   0.918E-36
   1  16  44   0.558E-26
   1  16  45   0.296E-29
   1  16  46   0.989E-26
   1  16  47   0.238E-30
   1  16  48   0.468E-26
   1  16  49   0.128E-27
   1  16  50   0.472E-30
   1  16  51   0.168E-30
   1  16  52   0.207E-26
   1  16  53   0.471E-26
   1  16  54   0.461E-29
   1  16  55   0.535E-23
   1  16  56   0.554E-30
   1  16  57   0.556E-27
   1  16  58   0.231E-24
   1  16  59   0.151E-26
   1  16  60   0.503E-23
   1  16  61   0.287E-24
   1  16  62   0.324E-22
   1  16  63   0.369E-23
   1  16  64   0.609E-22
   1  16  65   0.180E-19
   1  16  66   0.151E-19
   1  16  67   0.160E-19
   1  16  68   0.128E-18
   1  16  69   0.332E-18
   1  16  70   0.282E-18
   1  16  71   0.103E-17
   1  16  72   0.238E-16
   1  16  73   0.503E-16
   1  16  74   0.244E-15
   1  16  75   0.111E-13
   1  16  76   0.217E-14
   1  16  77   0.275E-13
   1  16  78   0.435E-13
   1  16  79   0.110E-11
   1  16  80   0.205E-12
   1  16  81   0.102E-10
   1  16  82   0.406E-10
   1  16  83   0.252E-07
   1  16  84   0.566E-10
   1  16  85   0.172E-08
   1  16  86   0.372E-08
   1  16  87   0.239E-07
   1  16  88   0.121E-08
   1  16  89   0.230E-07
   1  16  90   0.164E-07
   1  16  91   0.145E-07
   1  16  92   0.110E-07
   1  16  93   0.202E-07
   1  16  94   0.172E-07
   1  16  95   0.201E-07
   1  16  96   0.140E-07
   1  16  97   0.133E-07
   1  16  98   0.309E-08
   1  16  99   0.262E-08
   1  16 100   0.149E-08
   1  16 101   0.147E-08
   1  16 102   0.916E-09
   1  16 103   0.713E-10
   1  16 104   0.125E-09
   1  16 105   0.242E-10
