,ID,Age,Mass,Ext,Z,FUV,NUV,U,B,V,R,I,J,H,K,F275W,F336W,F475W,F814W,F110W,F160W,u_CFHT,g_CFHT,r_CFHT,i_CFHT,z_CFHT,u_SDSS,g_SDSS,r_SDSS,i_SDSS,z_SDSS,J_2MASS,H_2MASS,Ks_2MASS,a_BATC,b_BATC,c_BATC,d_BATC,e_BATC,f_BATC,g_BATC,h_BATC,i_BATC,j_BATC,k_BATC,m_BATC,n_BATC,o_BATC,p_BATC,t_BATC,IRAC36,IRAC45,IRAC58,IRAC80,mip24,mip70,mip160,Mass_present
88,89.0,8.0,3.9997622114374907,0.0,0.019,-8.11740255855901,-7.836193367590022,-7.3578069698515245,-7.035177249832221,-7.176590506803282,-7.350896980467577,-7.544687798153732,-7.927559143774183,-8.33261710785168,-8.38958442008644,-7.7374470466685805,-7.59581069934295,-7.098840341280736,-7.562395484363633,-7.848932454303592,-8.276392173489185,-6.854481643534295,-7.206800459568685,-7.192598891363159,-7.145834917395623,-7.120095013245237,-6.513224950703136,-7.1706434820608065,-7.163873997369169,-7.123346264066843,-7.090914117199986,-7.9796126876205244,-8.360015392940012,-8.434724027853642,-6.417362885915747,-7.021402636423108,-7.182343695110983,-7.230904089019726,-7.204433713202509,-7.198473141857853,-7.212956156019706,-7.204631773567919,-7.173897248946305,-7.16897062766593,-7.1590431445044285,-7.1290504203854645,-7.096076038745314,-7.125923457522934,-7.127949257819725,-7.14560486019153,-8.472663367473286,-8.401294736109142,-8.423845248701276,-8.479894058624788,-8.49168482563384,-8.51235924621217,-8.491557960567041,3.8674534759409305
89,90.0,8.0,4.005105344840985,0.0,0.019,-8.165638297067117,-7.886184881581249,-7.378162456889688,-7.002776219347852,-7.041366241691302,-7.1484697394535965,-7.288463255696196,-7.6250115031420425,-8.051661917963344,-8.121999321974007,-7.785284252245037,-7.620841025346596,-7.02928137748147,-7.308118090620798,-7.5553503348448885,-7.983317887830843,-6.866281282757962,-7.127592999112029,-7.001587847514987,-6.898213591017374,-6.8507981868755286,-6.532152153387739,-7.104417998528788,-6.977119375825795,-6.880786576672059,-6.820871731652952,-7.676932155913782,-8.079629918663864,-8.171365518418401,-6.441683954485376,-7.0414176106282245,-7.1701538035849595,-7.175521824967975,-7.111844572465207,-7.083086534261663,-7.048760029842606,-7.021795086225478,-6.955334741252698,-6.941333717768181,-6.915581642233164,-6.871160716681651,-6.83049064449756,-6.855833046558196,-6.85166853776953,-6.927825182281135,-8.21485069966929,-8.125804135964946,-8.15616329354178,-8.210055056482128,-8.233207979041946,-8.2627047832305,-8.238599122546232,3.8644907203361214
90,91.0,8.0,3.996737472185133,0.0,0.019,-8.073798977467806,-7.7996848379968045,-7.317236264763084,-6.973733058407545,-7.05657373238768,-7.182492133612124,-7.3250678511639675,-7.61761566845505,-7.9573447696638135,-8.00280553991756,-7.702060992642333,-7.555286390187481,-7.017696122955169,-7.344502949598156,-7.558310687873988,-7.915309212870193,-6.812291565038376,-7.120264152110787,-7.034019233977492,-6.937150535675474,-6.881597928327865,-6.471309827385698,-7.091558690671631,-7.00843090354875,-6.9201487529746295,-6.850695805472981,-7.669439076000036,-7.984005292932417,-8.045538196765134,-6.376621538742626,-6.983723315172041,-7.132359250216521,-7.1586541559775245,-7.111207637855831,-7.092146308471717,-7.074030104065255,-7.0524119462175605,-6.994284438714558,-6.981387932079733,-6.95194216632756,-6.909999739890422,-6.864360708408879,-6.883158735247826,-6.875627535365254,-6.966008162460437,-8.075613824380165,-8.015283897339645,-8.033611512528783,-8.08242833528071,-8.09040523790313,-8.11622268100557,-8.087146199437168,3.867261804546153
91,92.0,8.0,3.9931478417729314,0.0,0.019,-8.034860621951957,-7.752491168144018,-7.282411194845098,-6.978425126279547,-7.147901078064308,-7.343111366386036,-7.560342929500171,-7.984360888186098,-8.422964101280844,-8.488281377725247,-7.654011737959659,-7.5189577673031565,-7.052225640039644,-7.577321567846965,-7.897327576075512,-8.358552982312501,-6.782836815067103,-7.162965876031217,-7.180194927361072,-7.156385649771844,-7.144444554020853,-6.438053736661516,-7.123024191487879,-7.150207895899766,-7.131341055178025,-7.11617797543129,-8.03645623016781,-8.450712785545667,-8.534962266973027,-6.3406925455956,-6.9472508553025545,-7.12066335186536,-7.181112059498938,-7.162806786759981,-7.163862698354678,-7.192333493388721,-7.1896055783421975,-7.17009852700472,-7.169824961114859,-7.169099679400147,-7.145230698431776,-7.116887497177261,-7.15335099108957,-7.160088367272147,-7.140987684026915,-8.57738690773596,-8.499295755958125,-8.525062561607383,-8.581790337458612,-8.59961503680438,-8.620102062800852,-8.601382289679979,3.8661499763271165
92,93.0,8.0,4.00152999763427,0.0,0.019,-8.045943884306638,-7.766647058009393,-7.298875521473434,-6.981291966383576,-7.120135343782634,-7.289136707713773,-7.47754108846666,-7.8457395613062575,-8.240784110484094,-8.298498207664192,-7.669411896396938,-7.533798082669971,-7.044909989326229,-7.495497925667153,-7.7704664930238065,-8.186611204007171,-6.797487341664155,-7.15275156646174,-7.13177348086915,-7.080079609463064,-7.0504457096618145,-6.454040618718126,-7.116889776422132,-7.1035224712160865,-7.058210159027608,-7.021040916449348,-7.897748288746213,-8.267983437282595,-8.342895464739225,-6.355509656369842,-6.964417183060734,-7.129508355143224,-7.177988040724075,-7.1501157310435515,-7.143575626220034,-7.154550822641569,-7.144577937747323,-7.110363736241242,-7.105797260888287,-7.093246764070025,-7.063730655025518,-7.026679301624164,-7.057055624512765,-7.057216605412054,-7.0822142753150725,-8.38020031570736,-8.31081130450425,-8.333984775800538,-8.385166743088986,-8.400129822628612,-8.422579137623835,-8.400674640666821,3.8615192276107333
93,94.0,8.0,3.9991698292173385,0.0,0.019,-7.941929798374457,-7.667434592340867,-7.1851966440528345,-6.868671608097153,-7.0232636977632215,-7.224724210013455,-7.461409643594107,-7.949977369104662,-8.456948658569617,-8.536294768146394,-7.569154272780924,-7.423343119157408,-6.934211001198295,-7.477701742086397,-7.849668432883437,-8.374421720138534,-6.684687996478688,-7.043314805735199,-7.058758919395258,-7.050967442151278,-7.057375709660848,-6.33884082173673,-7.005163804780511,-7.028143396806737,-7.023312150891607,-7.030497882626873,-8.002296607876346,-8.485573674793525,-8.58756782218084,-6.244691580698355,-6.854186534211664,-7.014246224514785,-7.0648969657050955,-7.038914371070125,-7.038339056055813,-7.067908891996265,-7.066943068845716,-7.05262256368889,-7.054282787877726,-7.06547819167991,-7.0425339870489365,-7.025838074156905,-7.068700569362598,-7.083005376154606,-7.022696573960019,-8.638497829533927,-8.541535172921558,-8.574044261693842,-8.638824748154022,-8.66320031267307,-8.685981465783936,-8.669433939413222,3.8654990333242916
94,95.0,8.0,3.9726369628267797,0.0,0.019,-7.95559567805686,-7.683507227660266,-7.219645394192691,-6.893825448278728,-6.985018625909173,-7.119984513889456,-7.279448391424125,-7.614364314579857,-8.004965561683168,-8.066037175717137,-7.587565994593267,-7.4489880771694095,-6.940850593888276,-7.298523263760517,-7.546468289711053,-7.948549254638079,-6.721717516584718,-7.0442097306954645,-6.968744113558831,-6.88708688057506,-6.844906370056007,-6.371210111661762,-7.014339574433006,-6.942490938366131,-6.868086394866922,-6.814872752854713,-7.666277416774223,-8.032209053069424,-8.111612919322592,-6.2705512513911374,-6.896087343416564,-7.052319483984925,-7.081450156076046,-7.03506022942798,-7.01847444138243,-7.00530434706417,-6.985815722609932,-6.933032116149025,-6.92394028417594,-6.901825078580094,-6.865121947264491,-6.822830397511412,-6.851425480003545,-6.847891808340623,-6.904007947641531,-8.14995537780926,-8.076422504206134,-8.101741019648662,-8.149822378572312,-8.170278705361957,-8.199167386171359,-8.172464949274222,3.8586259216016443
95,96.0,8.0,3.992836104483243,0.0,0.019,-8.015172404791382,-7.738570096769198,-7.257629533115065,-6.923153148864003,-7.018328124040218,-7.153350184951915,-7.306784844130774,-7.61985859053819,-7.977462008951207,-8.027779563224321,-7.640371371343279,-7.496111319097468,-6.971630091840137,-7.325816097063647,-7.556118945546357,-7.931397740780523,-6.754610108829001,-7.075324541262724,-7.002803672774728,-6.9165759653201695,-6.867195977096927,-6.4118134021426965,-7.0450333530656195,-6.97659276762804,-6.898420022995639,-6.836677548556946,-7.671720981685097,-8.004362967543008,-8.071502336371314,-6.3175945445652975,-6.92467134200693,-7.079862150978901,-7.111440219480899,-7.067118958432848,-7.051520647724088,-7.039318562861197,-7.020067593390178,-6.966870441913503,-6.956278575929284,-6.931222827370945,-6.892256665425212,-6.848345968365979,-6.870102095608681,-6.865310512796418,-6.937995305944373,-8.104314290653102,-8.039313238204642,-8.05979693637346,-8.109603942767492,-8.121596775552678,-8.146317796450623,-8.117598304437418,3.866644677070542
96,97.0,8.0,3.9876758071585634,0.0,0.019,-8.031150084950568,-7.747356134927813,-7.2520090349988084,-6.922396013468182,-7.073070249445095,-7.307347757295014,-7.63969574390257,-8.355129513264396,-9.029776232739486,-9.152039493157044,-7.646718093297615,-7.493295261101375,-6.983917313781801,-7.658156086388978,-8.219829628032327,-8.904926187176763,-6.747533092499111,-7.09234242666107,-7.121806695076348,-7.205194343276183,-7.288205096474599,-6.4065025677544725,-7.054458943294559,-7.0889618245381945,-7.166165291900412,-7.26813995362105,-8.40762759732583,-9.06034140762828,-9.213477361597132,-6.314403205833273,-6.91681510307818,-7.07181628933672,-7.11433913631419,-7.082429476578671,-7.08721587818519,-7.118425538060463,-7.121557362433265,-7.134693480805058,-7.169491183411006,-7.24111955596431,-7.216943452436047,-7.212473690715181,-7.339762206510681,-7.3756298575591215,-7.102921145838813,-9.285769895037554,-9.14794994139627,-9.208937096530619,-9.296891473561043,-9.224538899845871,-9.265793095940474,-9.269901506561583,3.8689666221868255
97,98.0,8.0,3.966853657843075,0.0,0.019,-8.277348980831308,-7.990963096900238,-7.471103059084834,-7.080570365511419,-7.091030578395508,-7.158971450789369,-7.237002053783828,-7.411774363860333,-7.667185432239948,-7.697538854947,-7.88807912266333,-7.719629049855254,-7.099714087740747,-7.258702214034065,-7.378660942270421,-7.642434759161111,-6.9543854672818926,-7.195477446746424,-7.022387719813771,-6.862874825738952,-6.769407570668493,-6.627135830007801,-7.176022986717756,-7.000503101466582,-6.852803832318674,-6.736207569371331,-7.4633292451212405,-7.693055396837255,-7.737923500268444,-6.540446161624633,-7.126967848262176,-7.252168880242036,-7.249489143771082,-7.178805701787249,-7.142182853042966,-7.0855979530179365,-7.048121847690859,-6.957260777687466,-6.933086951198673,-6.879981208605855,-6.821871570945602,-6.760934255759736,-6.765051578762441,-6.743969352202481,-6.930987939278176,-7.757626195553291,-7.708463664940033,-7.721648706583599,-7.760642990434228,-7.764208614186306,-7.7956267802520305,-7.755989658065565,3.8681054530094774
98,99.0,8.0,3.9863554983737344,0.0,0.019,-8.08903920634789,-7.812667132211186,-7.336315970474033,-7.000473738274455,-7.094075366419879,-7.230472026465552,-7.389843074083977,-7.720272294913679,-8.103957996818599,-8.16360195151978,-7.715270164678662,-7.57290648806788,-7.048229271463162,-7.408692242845067,-7.652757930596412,-8.050019447712952,-6.833033687992557,-7.1518318736063735,-7.079061052370785,-6.9978825900125425,-6.95359853376986,-6.490502779025373,-7.121656941286201,-7.052786509638134,-6.978927144767473,-6.923437881063657,-7.772174695731076,-8.13127196132873,-8.208873422853898,-6.394380126867553,-7.003441832975148,-7.158072655919074,-7.188138613237207,-7.143364952587122,-7.127118688442955,-7.114991202893377,-7.095965735168608,-7.0440189148008505,-7.0349192058986105,-7.01254372825894,-6.976160191404772,-6.932535757578584,-6.959100506419117,-6.955133021505513,-7.015749935224368,-8.245988238056189,-8.173422017434836,-8.198595797246455,-8.246296074062933,-8.265294643510678,-8.29124136977365,-8.267093751289362,3.869393838893357
99,100.0,8.0,3.9849686360127268,0.0,0.019,-8.1011613008781,-7.820865652420671,-7.368660305540881,-7.0912489123029046,-7.312352125043335,-7.543504424571737,-7.793406249137994,-8.262665157605998,-8.724829793922254,-8.79348933252421,-7.724033413237627,-7.599876199202824,-7.1834454346777274,-7.809350782494028,-8.166957001261139,-8.65623467630001,-6.8739673018909375,-7.298931344962484,-7.373713448754623,-7.382833332589232,-7.3881501490966475,-6.5240268344929495,-7.252408917572023,-7.341652051210188,-7.3544798557080915,-7.3608997050714295,-8.31487599285303,-8.752797840730185,-8.840794094421335,-6.421948003135266,-7.036310732831691,-7.22199482376393,-7.304175089213035,-7.305031965803713,-7.317369096001864,-7.371570168900363,-7.378626175165768,-7.378131373288873,-7.383283176012666,-7.394851515140983,-7.378115250132215,-7.356630413131305,-7.399294260915676,-7.411174590986722,-7.349469296708206,-8.885547163803778,-8.803620110408696,-8.831142791025965,-8.89130187297435,-8.908827557944829,-8.925507642725956,-8.91148678751266,3.8668699945480483
100,101.0,8.0,4.005882970628831,0.0,0.019,-7.994937632970926,-7.72063378226409,-7.268012359289716,-6.995660455900156,-7.221071378646956,-7.467884519345408,-7.745248437316744,-8.279276723543656,-8.805653662051565,-8.890090249963574,-7.624396620406372,-7.498437925624067,-7.087511249513034,-7.7602756208097485,-8.170879934296696,-8.720403918557665,-6.776374393020337,-7.203457720090794,-7.293194269447745,-7.32715029598265,-7.352800413455198,-6.421665480238833,-7.156002697589829,-7.259950260819316,-7.2954431927912635,-7.327012199074929,-8.331573945189012,-8.834518326087712,-8.941401754461898,-6.320353054751907,-6.9411660340956916,-7.126592656955822,-7.208236205347232,-7.207175657350476,-7.222333240058472,-7.284667897601889,-7.295655898719744,-7.3047674163974445,-7.314854674128006,-7.340190040263554,-7.328671844603688,-7.316028381224512,-7.368433730489349,-7.387748977548804,-7.275214844540422,-8.994147051906882,-8.895083442633464,-8.930249546536269,-8.993252337313578,-9.021305999654647,-9.040207567649563,-9.028229856794747,3.8696919155056473
101,102.0,8.0,3.983354775530226,0.0,0.019,-8.153021473055496,-7.8740536767151585,-7.408616225738705,-7.090344689122993,-7.228576664261723,-7.391014574444156,-7.56628866154979,-7.8966737537996545,-8.24545293667703,-8.291945384702139,-7.777312369303376,-7.643836423128785,-7.154489811513218,-7.584630107350926,-7.82955227797849,-8.204006407167233,-6.906503183805568,-7.262301803477442,-7.235824243124515,-7.1725596052735705,-7.132167838437504,-6.564296955454616,-7.226633129462251,-7.208041875715232,-7.152388097395482,-7.101997677077794,-7.948598515636006,-8.27217972451526,-8.333501947296062,-6.465610437049962,-7.072445402889386,-7.238150619957919,-7.28745840966582,-7.2607529886042865,-7.253494412091605,-7.261292586482993,-7.2496963051421055,-7.211195299290325,-7.204465285082756,-7.185455703792095,-7.1532333809426,-7.111065482137909,-7.136390491362298,-7.132554302823822,-7.183434205406481,-8.364459333195688,-8.306867088248303,-8.325137691923189,-8.373531317805945,-8.380691685602386,-8.40001702036856,-8.377547681245703,3.8706858385858642
102,103.0,8.0,4.009010435611879,0.0,0.019,-8.063626613632485,-7.789071209732532,-7.300754648870502,-6.960879317598567,-7.0727788951981125,-7.260397300637418,-7.520424321646379,-8.095706986159074,-8.696518468301809,-8.806202824157221,-7.690864332442947,-7.5397486742998945,-7.010589260049028,-7.538014248944007,-7.981570094433695,-8.58819811612343,-6.796054589328025,-7.115554143357404,-7.090362895756307,-7.102061117316731,-7.134731500426205,-6.45454143113869,-7.082789143726384,-7.060720361276197,-7.071108544574148,-7.1104122652523944,-8.148030298150491,-8.726048942403235,-8.86357571036343,-6.360949283249354,-6.967831820515755,-7.116854170919141,-7.147409847215903,-7.103776853656814,-7.096495149269587,-7.105506490021723,-7.0982129781461945,-7.081024393150129,-7.095983740878994,-7.127639284183966,-7.101515191083793,-7.084266960768598,-7.1645923639498585,-7.185628734371809,-7.052380768878655,-8.928260923319815,-8.801072166342756,-8.855363761236683,-8.926190133333431,-8.91046012026289,-8.946438920226939,-8.941911732118024,3.8681302279348615
103,104.0,8.0,4.002999506934864,0.0,0.019,-8.049156864615641,-7.769346153527175,-7.269541834612339,-6.917826754591573,-7.00008702628586,-7.1392011825161905,-7.309382274915496,-7.686328865516287,-8.123563336845248,-8.191966747615595,-7.669008155322176,-7.512826250703872,-6.959667452731635,-7.3278181846083985,-7.608213842997012,-8.055425134453753,-6.761842559690654,-7.062093983244436,-6.9862925426501405,-6.91346826056967,-6.880715146900782,-6.424155884975601,-7.033282505110928,-6.959698434640652,-6.89292422393374,-6.851451896571153,-7.7384104121347255,-8.151656880545609,-8.240838907472757,-6.333930960496085,-6.933097739155367,-7.077353022455019,-7.100732052136575,-7.050895261570906,-7.032828039520638,-7.020714069616537,-7.002590740334353,-6.953527667076687,-6.944610044585762,-6.929126497247075,-6.892099949256787,-6.858135533235053,-6.8865813279419354,-6.888066028696508,-6.924568440396158,-8.284075997925651,-8.198442577053008,-8.227070424432474,-8.283773342822286,-8.305021487908991,-8.332324494636948,-8.30963186196552,3.8676486794207245
104,105.0,8.0,3.991664484482092,0.0,0.019,-7.9574988600851135,-7.68999864646114,-7.206295846413107,-6.856711543224916,-6.914958791938853,-7.03053717385937,-7.175038868508256,-7.505720442381342,-7.913606248896742,-7.978735754698977,-7.5935038789183364,-7.443720705918196,-6.891212059859705,-7.194491534840467,-7.437657990815307,-7.85107435506357,-6.702532195677056,-6.99155749233415,-6.8824581147037645,-6.784794121527039,-6.736962336769219,-6.358820387066127,-6.96571581585411,-6.857393661855705,-6.767082187047702,-6.706855215719266,-7.557711373219358,-7.941343151620241,-8.026504443258201,-6.264925233919011,-6.877568316040254,-7.021071166696999,-7.0365165468321536,-6.977413824414499,-6.954126275765181,-6.926622627976339,-6.901944545787781,-6.8389343157563065,-6.826688357315018,-6.801082845217993,-6.75872883757044,-6.717429229542983,-6.741602959651896,-6.738171595672117,-6.8094810694211825,-8.067059175818232,-7.985275737123619,-8.013052687703405,-8.064784656069012,-8.087057274395287,-8.11875637607541,-8.09101275693726,3.867253153424004
105,106.0,8.0,4.030965471625401,0.0,0.019,-8.089881714810877,-7.8096064715826605,-7.308647102807968,-6.955026663061111,-7.039069037651692,-7.1886539700319485,-7.384074567317233,-7.822904981560132,-8.322499588902497,-8.409502569979125,-7.709116861108452,-7.551545236976461,-6.996600361360359,-7.402047511918461,-7.732753185076426,-8.238155773188076,-6.800461205182218,-7.099139901776965,-7.031433757946282,-6.981320970138832,-6.967901359346953,-6.463274863148771,-7.0700536507085925,-7.004269729015022,-6.957663862069062,-6.940129936584023,-7.875038611340446,-8.351145978063144,-8.461917619528739,-6.372590161243931,-6.971944407900763,-7.114932457378394,-7.137222003279664,-7.086905850901636,-7.070329817090817,-7.061698688386018,-7.045797835228253,-7.00390492609354,-7.001781912520755,-6.999979468708899,-6.967129730398847,-6.937136810660426,-6.980954457050579,-6.988007090149399,-6.976380652462712,-8.514718277272488,-8.409668818584114,-8.449752047265017,-8.509432339282093,-8.527010793882221,-8.556917047268074,-8.54136084492428,3.8652059858570613
106,107.0,8.0,4.001748047263055,0.0,0.019,-8.160824950921532,-7.870106993852868,-7.380996206480235,-7.061442023226591,-7.225065409415129,-7.421607927841654,-7.643810064132829,-8.082830628997785,-8.54028368813685,-8.610209771936875,-7.768329001682587,-7.623075148496516,-7.13213450907744,-7.660528059591973,-7.99260010855317,-8.471005004637087,-6.875727710571569,-7.242158950224048,-7.257926936690076,-7.238214486080016,-7.2304592386322195,-6.538083720981158,-7.203060804544107,-7.227882329443563,-7.212557014229347,-7.202552525358397,-8.134968682266733,-8.568277993301635,-8.658045867769456,-6.444589984409664,-7.039031880109961,-7.204674880505611,-7.261063263218496,-7.241428227715288,-7.24092246116353,-7.269340657200329,-7.266909988515353,-7.248871856142171,-7.249157206997023,-7.251411031664729,-7.228516511855605,-7.2017741544625755,-7.240285831388336,-7.248276299208159,-7.220783221903904,-8.702715540809185,-8.618960675073993,-8.647422585555205,-8.705176523599695,-8.725902934146909,-8.74542545737127,-8.728983237426249,3.865950291718089
107,108.0,8.0,3.9937938910145254,0.0,0.019,-8.025094986821182,-7.747831481536837,-7.272013504140653,-6.955541738950203,-7.105415473225279,-7.287526644102255,-7.490907284903274,-7.894851810316839,-8.317505086355762,-8.378090565866017,-7.649772078144316,-7.509588391862202,-7.02189264005419,-7.508243505898914,-7.8118428820679275,-8.256968038341235,-6.770444379564707,-7.130587738555762,-7.1274161071869,-7.089723992881493,-7.070300871041506,-6.426980733519666,-7.093354459332838,-7.098169855169184,-7.066109539226425,-7.04167992803252,-7.947007910661759,-8.345221581418746,-8.424405834154664,-6.331162882437102,-6.937471473630641,-7.101147134791144,-7.1530677062071915,-7.128487139617125,-7.1251210604731385,-7.144645706082711,-7.138543100900642,-7.1120826271982995,-7.108605031541146,-7.103045828726772,-7.074449177055304,-7.045039439805891,-7.076981685720315,-7.081607797217281,-7.0830928761530485,-8.464822780346404,-8.388872041135429,-8.41271430355006,-8.471652089046575,-8.48479696066775,-8.505321851902599,-8.48538874789844,3.867267744119372
108,109.0,8.0,4.006682048261709,0.0,0.019,-8.24851338124558,-7.963284524971879,-7.475022154568858,-7.134675022969726,-7.237447042817561,-7.376083741753377,-7.529368831986395,-7.829643681191198,-8.165866949865313,-8.210783244637554,-7.8630573015216285,-7.71625175575933,-7.186061031921359,-7.548454833311276,-7.768849271256789,-8.126074255306042,-6.9679388110807,-7.2904823706563,-7.225366280176965,-7.139919167158304,-7.088186983313813,-6.631222210836527,-7.2593113472420185,-7.199000203566404,-7.121912979031717,-7.057337014829454,-7.8814617709044485,-8.192416068631841,-8.252364961246803,-6.537669111846499,-7.135007679134006,-7.289543869207482,-7.323934643569723,-7.284501497957853,-7.2693256028012145,-7.260304166932995,-7.24209894103936,-7.190956094647412,-7.180274839502273,-7.15372013763047,-7.115995997872813,-7.069632007688636,-7.09085782095408,-7.083670217337879,-7.163415313224092,-8.281833900046546,-8.224414093239211,-8.242450950838192,-8.288870292404903,-8.296711714285083,-8.317848579147745,-8.292817400910527,3.876415452196587
109,110.0,8.0,3.9908002007289554,0.0,0.019,-8.195949537393073,-7.91354710441758,-7.403077220574417,-7.036078194193322,-7.108944733795264,-7.249318287261103,-7.428277227858874,-7.835839606756684,-8.31138213377029,-8.389609724392322,-7.812144950226248,-7.648347286571714,-7.073354300003856,-7.446488512339671,-7.751201660510559,-8.232929397960902,-6.890657658486709,-7.17478634764788,-7.095175436255467,-7.029340134825103,-7.005240171799113,-6.558436240640307,-7.147268638913413,-7.068589675264329,-7.007704270050076,-6.976715246340869,-7.887935408494782,-8.339859333360822,-8.440590100589363,-6.469240239604334,-7.062395576295422,-7.197566281906546,-7.2147884069638835,-7.162354733959289,-7.14179775429049,-7.128765586819565,-7.1109303143074465,-7.063840982538634,-7.0559769670335,-7.045638381706235,-7.0107982023356685,-6.979702633059722,-7.013715996064899,-7.017437865359875,-7.036159582107996,-8.489007466014947,-8.393370040777798,-8.426376901505337,-8.484213774024479,-8.5119829935514,-8.537829267153855,-8.519260938487971,3.867629871261547
110,111.0,8.0,3.967801991544788,0.0,0.019,-8.092466152552051,-7.807416131608659,-7.307888915765602,-6.957110308297331,-7.047557233367071,-7.1842672087615345,-7.340753625303584,-7.666755538348315,-8.03850027792884,-8.089517408110126,-7.7059772121303585,-7.551154291040745,-7.002759941268389,-7.359660504496698,-7.599829806514229,-7.988562272752464,-6.798992389623634,-7.105962485388016,-7.033287640448429,-6.949441653863516,-6.903395603785119,-6.463439532201458,-7.07628634286923,-7.007001605762422,-6.930803889894116,-6.873095796109983,-7.71868732508893,-8.065572702603955,-8.133741656791097,-6.372364985780653,-6.9682837472682575,-7.114043441918225,-7.142046787314484,-7.097713240751723,-7.08018073501383,-7.068800849646504,-7.050185597168646,-6.998857535450387,-6.9875760435067,-6.963995132480292,-6.924656240521418,-6.884456873739238,-6.905989967697331,-6.901715284553845,-6.970769069070041,-8.167732628483158,-8.100511584853969,-8.121012932921959,-8.174437233959514,-8.184034764524363,-8.210236750401004,-8.18286520599119,3.8627113432641904
111,112.0,8.0,4.005622881952957,0.0,0.019,-8.122428636013444,-7.838752817994486,-7.355694807344863,-7.028510554715336,-7.1568282780390255,-7.31971139809494,-7.503522311207298,-7.868528242420814,-8.265962617657458,-8.32518183730976,-7.739065098139111,-7.595734104456016,-7.0881217886432735,-7.521473357163603,-7.79363363813169,-8.21088255842397,-6.851423613352258,-7.194924769597244,-7.163356023254583,-7.106692248881333,-7.074833832437553,-6.511629891464244,-7.160436848936219,-7.135418155078064,-7.085293917763623,-7.045410242582953,-7.920488964086604,-8.293344826686322,-8.37040039931341,-6.417249513507547,-7.017588124413424,-7.178698531228257,-7.222704969402168,-7.1908889245177265,-7.182236550479009,-7.188576317059021,-7.176857801365095,-7.1394915872383145,-7.134046825479396,-7.120553516640417,-7.089518205293124,-7.051449217162676,-7.080992799899777,-7.081188416282908,-7.111522324457276,-8.408277458461056,-8.335374979344516,-8.360019734752967,-8.412063841750596,-8.428038108204143,-8.448764012473388,-8.42785796205728,3.8702575944898903
112,113.0,8.0,3.990129682724195,0.0,0.019,-7.962013098289049,-7.690681437113885,-7.232752600907066,-6.940317480920416,-7.126048280339312,-7.347607715382367,-7.608681628189988,-8.128681061969756,-8.657545077147613,-8.74648260853283,-7.595040082107172,-7.464453043484602,-7.017969561377048,-7.624490815749972,-8.023349254460946,-8.570161329671933,-6.737717267100907,-7.130133052200484,-7.176597094357865,-7.193302436906651,-7.212609709561684,-6.3863352390266,-7.087854196876744,-7.144944158111195,-7.163040179674773,-7.186583251494957,-8.18093024859686,-8.686432792347391,-8.798622121725195,-6.28623259440544,-6.904862737588553,-7.080354440970393,-7.144854634493597,-7.128913952601794,-7.136028383399353,-7.178265008792346,-7.181980858370424,-7.1782740618269925,-7.187703920418698,-7.209105909838993,-7.192546524725093,-7.174833972340031,-7.229836188015737,-7.2468781029434854,-7.149555284090006,-8.853117568502705,-8.749099974155541,-8.788407168975462,-8.850582293829358,-8.87180653279729,-8.895649404387978,-8.884063267468695,3.8668512206645427
113,114.0,8.0,4.007013181169806,0.0,0.019,-8.037614750300087,-7.759074455340879,-7.272586503253228,-6.944824061826916,-7.067504488484213,-7.245169421335753,-7.46397870773611,-7.930922850384525,-8.439709889741005,-8.52439405371469,-7.6598325910153156,-7.511783033880134,-6.999860298215737,-7.480977445525272,-7.834973767485786,-8.354996884733218,-6.770516901198739,-7.106102528725757,-7.083105173738527,-7.056945187330709,-7.054546328016508,-6.426525547197053,-7.071920126002418,-7.054116164550508,-7.03094804083369,-7.02730107206802,-7.9831240372797065,-8.468452814715695,-8.575929856743825,-6.333139998222569,-6.940477961550075,-7.0977878905529455,-7.135996491423008,-7.0977237038158325,-7.089972302614704,-7.102053758753785,-7.094193990367738,-7.067123003383698,-7.0674299731254475,-7.072118309742996,-7.04754183699423,-7.023841502459645,-7.067230490277094,-7.078579886922126,-7.037656318860424,-8.627724402639958,-8.5278975113886,-8.563625142484447,-8.622335024850557,-8.654041187904516,-8.678443863170157,-8.662092630060528,3.871896611119612
114,115.0,8.0,4.007831027428141,0.0,0.019,-8.073144979787317,-7.795126712592969,-7.3065719881781614,-6.978037392211885,-7.117159705043891,-7.30845728374678,-7.5374708880443455,-8.016098795389341,-8.523280667862256,-8.604715355674115,-7.695822509343476,-7.546180844031619,-7.038126612528547,-7.554074010923328,-7.917808399213072,-8.440020732270343,-6.802715659807475,-7.145770573842796,-7.144223818255688,-7.128490392581548,-7.131094968343308,-6.4609328166473725,-7.109638540701023,-7.114322573188666,-7.1015062221417296,-7.10402636645731,-8.068321641108563,-8.552010941631456,-8.656025421068179,-6.367474653449642,-6.972176656617863,-7.126892580761391,-7.170698334346892,-7.1400182789751625,-7.135473073969834,-7.157454119335529,-7.1535328097526225,-7.134094710313221,-7.134872235985781,-7.14325189653065,-7.119688757614395,-7.099766173789699,-7.142884120985507,-7.155507451911538,-7.105173693238731,-8.707140759026291,-8.609074184003697,-8.643022976664385,-8.70515399330744,-8.732348143479985,-8.754937433334948,-8.739379331815575,3.8662463739592283
